118.512700     36.301420
119.541650     36.551169
 0.6    0.000    0.000      0
 0.8    0.000    0.000      0
 1.0    0.000    0.000      0
 1.2    0.000    0.000      0
 1.4    2.706    0.000      1
 1.6    2.746    0.000      1
 1.8    2.792    0.000      1
 2.0    2.828    0.000      1
 2.2    2.864    0.000      1
 2.4    2.906    0.000      1
 2.6    2.966    0.000      1
 2.8    3.018    0.000      1
 3.0    3.060    0.000      1
 3.2    3.106    0.000      1
 3.4    3.162    0.000      1
 3.6    3.218    0.000      1
 3.8    3.254    0.000      1
 4.0    3.280    0.000      1
 4.2    3.298    0.000      1
 4.4    3.306    0.000      1
 4.6    3.312    0.000      1
 4.8    3.320    0.000      1
 5.0    3.332    0.000      1
 5.2    3.344    0.000      1
 5.4    3.356    0.000      1
 5.6    3.372    0.000      1
 5.8    3.390    0.000      1
 6.0    3.408    0.000      1
 6.2    3.427    0.000      1
 6.4    3.439    0.000      1
 6.6    3.449    0.000      1
 6.8    3.451    0.000      1
 7.0    3.445    0.000      1
 7.2    3.433    0.000      1
 7.4    3.421    0.000      1
 7.6    3.415    0.000      1
 7.8    3.407    0.000      1
 8.0    3.399    0.000      1
 8.2    3.391    0.000      1
 8.4    3.389    0.000      1
 8.6    3.387    0.000      1
 8.8    3.397    0.000      1
 9.0    3.419    0.000      1
 9.2    3.443    0.000      1
 9.4    3.449    0.000      1
 9.6    0.000    0.000      0
 9.8    0.000    0.000      0
10.0    0.000    0.000      0
