118.512700     36.301420
119.642670     36.447865
 0.6    0.000    0.000      0
 0.8    0.000    0.000      0
 1.0    0.000    0.000      0
 1.2    0.000    0.000      0
 1.4    0.000    0.000      0
 1.6    0.000    0.000      0
 1.8    0.000    0.000      0
 2.0    0.000    0.000      0
 2.2    0.000    0.000      0
 2.4    0.000    0.000      0
 2.6    0.000    0.000      0
 2.8    0.000    0.000      0
 3.0    0.000    0.000      0
 3.2    0.000    0.000      0
 3.4    0.000    0.000      0
 3.6    3.328    0.000      1
 3.8    3.330    0.000      1
 4.0    3.332    0.000      1
 4.2    3.356    0.000      1
 4.4    3.362    0.000      1
 4.6    3.368    0.000      1
 4.8    3.370    0.000      1
 5.0    3.370    0.000      1
 5.2    3.368    0.000      1
 5.4    3.368    0.000      1
 5.6    3.368    0.000      1
 5.8    3.370    0.000      1
 6.0    3.372    0.000      1
 6.2    3.368    0.000      1
 6.4    3.364    0.000      1
 6.6    3.358    0.000      1
 6.8    3.351    0.000      1
 7.0    3.341    0.000      1
 7.2    3.331    0.000      1
 7.4    3.325    0.000      1
 7.6    3.335    0.000      1
 7.8    3.361    0.000      1
 8.0    3.395    0.000      1
 8.2    3.417    0.000      1
 8.4    3.425    0.000      1
 8.6    3.427    0.000      1
 8.8    3.421    0.000      1
 9.0    3.409    0.000      1
 9.2    3.399    0.000      1
 9.4    0.000    0.000      0
 9.6    0.000    0.000      0
 9.8    0.000    0.000      0
10.0    0.000    0.000      0
