1.185126999999999953e+02 3.630142000000000024e+01 1.845000000000000000e+02
1.193241600000000062e+02 3.675136200000000031e+01 2.530000000000000071e+01
0.000000000000000000e+00 3.715101910789968097e+05 3.715101910789968097e+05
1.000000000000000056e-01 4.210616299148676917e+05 3.179179072123570368e+05
2.000000000000000111e-01 4.443537666844038176e+05 2.747674955561169190e+05
2.999999999999999889e-01 4.314379806116842665e+05 2.382965647959001362e+05
4.000000000000000222e-01 3.907039346230943338e+05 1.982798071655397071e+05
5.000000000000000000e-01 3.357618310313234688e+05 1.571148437109240622e+05
5.999999999999999778e-01 2.704009972824344877e+05 1.313686847955966077e+05
6.999999999999999556e-01 1.885381540643323679e+05 1.324374121979136835e+05
8.000000000000000444e-01 8.656472687295784999e+04 1.494821369247710390e+05
9.000000000000000222e-01 -2.746981276522723056e+04 1.562337843587794632e+05
1.000000000000000000e+00 -1.367673494163455034e+05 1.354670078469128930e+05
1.100000000000000089e+00 -2.257794866663291177e+05 9.464414830169356719e+04
1.199999999999999956e+00 -2.877670753857564414e+05 5.666547330915166822e+04
1.300000000000000044e+00 -3.256603847990895738e+05 3.678340005995680986e+04
1.399999999999999911e+00 -3.471287178795163636e+05 2.924322288519162976e+04
1.500000000000000000e+00 -3.565626684468528256e+05 1.430227627680123260e+04
1.600000000000000089e+00 -3.488387206538793398e+05 -2.401891901883739047e+04
1.699999999999999956e+00 -3.111910633533729124e+05 -8.556082375591556774e+04
1.800000000000000044e+00 -2.343457248744576355e+05 -1.544261582461542275e+05
1.899999999999999911e+00 -1.242737039027820138e+05 -2.089543041181138833e+05
2.000000000000000000e+00 -3.150774598655691079e+03 -2.342207353693722398e+05
2.100000000000000089e+00 1.022307252989570552e+05 -2.307758699435048620e+05
2.200000000000000178e+00 1.746328607665285817e+05 -2.149181185049226624e+05
2.299999999999999822e+00 2.124418135624635615e+05 -2.092762246228673612e+05
2.399999999999999911e+00 2.258140261885355576e+05 -2.288238700588036445e+05
2.500000000000000000e+00 2.278495467124003917e+05 -2.720755819055163302e+05
2.600000000000000089e+00 2.258264708554547688e+05 -3.241458135915710009e+05
2.700000000000000178e+00 2.164901986907845421e+05 -3.687167877001313027e+05
2.799999999999999822e+00 1.894815911975989293e+05 -3.984479210469983518e+05
2.899999999999999911e+00 1.385458168402451556e+05 -4.153122766192202689e+05
3.000000000000000000e+00 7.089923848736099899e+04 -4.220456472058395739e+05
3.100000000000000089e+00 3.130395874672854916e+03 -4.141804547639125958e+05
3.200000000000000178e+00 -5.468825364451075438e+04 -3.812488829432714265e+05
3.299999999999999822e+00 -1.093735396055557358e+05 -3.164957596085332334e+05
3.399999999999999911e+00 -1.755564008259438560e+05 -2.256150443672866386e+05
3.500000000000000000e+00 -2.553040628912019311e+05 -1.253695956574256561e+05
3.600000000000000089e+00 -3.293832328396704979e+05 -3.249603051475511893e+04
3.700000000000000178e+00 -3.711293327891278313e+05 4.725219996000321407e+04
3.799999999999999822e+00 -3.686384961260007112e+05 1.201926286326047993e+05
3.899999999999999911e+00 -3.325967376537147793e+05 1.954557840736122453e+05
4.000000000000000000e+00 -2.841166580875882064e+05 2.736775877322168672e+05
4.099999999999999645e+00 -2.373624712968177628e+05 3.424495563394105993e+05
4.200000000000000178e+00 -1.928974035704032285e+05 3.813494413136999938e+05
4.299999999999999822e+00 -1.432777862396699784e+05 3.735015841269815573e+05
4.400000000000000355e+00 -8.226998720512437285e+04 3.174366376347071491e+05
4.500000000000000000e+00 -1.110014605698239757e+04 2.314534407249617798e+05
4.599999999999999645e+00 6.004217243187021813e+04 1.446775152891362668e+05
4.700000000000000178e+00 1.166621685994588915e+05 7.807881543532044452e+04
4.799999999999999822e+00 1.506464777489302796e+05 2.997994530833668978e+04
4.900000000000000355e+00 1.694727131089867617e+05 -1.940743742864941305e+04
5.000000000000000000e+00 1.925594365507037146e+05 -8.639199364468315616e+04
5.099999999999999645e+00 2.338072504719285644e+05 -1.649902775475928793e+05
5.200000000000000178e+00 2.860206988391309278e+05 -2.291033469741744921e+05
5.299999999999999822e+00 3.244812456438707886e+05 -2.529737390556171304e+05
5.400000000000000355e+00 3.277391376770570059e+05 -2.300708210506871692e+05
5.500000000000000000e+00 2.948599048459340120e+05 -1.749533438778887212e+05
5.599999999999999645e+00 2.426107212553026329e+05 -1.103430834357833082e+05
5.700000000000000178e+00 1.881641961602595984e+05 -5.220356505860370817e+04
5.799999999999999822e+00 1.364520088755526813e+05 -2.571308187560511215e+03
5.900000000000000355e+00 8.254253731997040450e+04 4.729147765646014886e+04
6.000000000000000000e+00 2.233194740813076351e+04 1.055782348461114598e+05
6.099999999999999645e+00 -4.036844663472854882e+04 1.676256220414106501e+05
6.200000000000000178e+00 -9.453153306210183655e+04 2.141303527855864959e+05
6.299999999999999822e+00 -1.275626622544671118e+05 2.257872907319427468e+05
6.400000000000000355e+00 -1.329121548116404447e+05 2.034596072553462000e+05
6.500000000000000000e+00 -1.168187577791701333e+05 1.724539647002824349e+05
6.599999999999999645e+00 -9.827634513296252408e+04 1.620173907759832800e+05
6.700000000000000178e+00 -9.755814055127222673e+04 1.773833596600413148e+05
6.799999999999999822e+00 -1.191701662948380399e+05 1.924344559040240129e+05
6.900000000000000355e+00 -1.447969390357309894e+05 1.722078676388109452e+05
7.000000000000000000e+00 -1.462925263791109901e+05 1.051565006998840545e+05
7.099999999999999645e+00 -1.101239684826387966e+05 1.569001912912799889e+04
7.200000000000000178e+00 -5.190027829065590777e+04 -5.384875045907791355e+04
7.299999999999999822e+00 -6.895270098167457036e+03 -7.578261333355683018e+04
7.400000000000000355e+00 -3.212888159645342967e+03 -5.735649916409469733e+04
7.500000000000000000e+00 -3.934231862326811824e+04 -3.316244037964263407e+04
7.599999999999999645e+00 -8.487828364904309274e+04 -3.636747737490483996e+04
7.700000000000000178e+00 -1.052308860290653101e+05 -7.142105046677050996e+04
7.799999999999999822e+00 -9.171601101140491664e+04 -1.099175810621685232e+05
7.900000000000000355e+00 -7.209846047978514980e+04 -1.134152212949142267e+05
8.000000000000000000e+00 -9.032996554887152161e+04 -6.479061755443857692e+04
8.099999999999999645e+00 -1.697865392470237566e+05 1.842074201656752848e+04
8.199999999999999289e+00 -2.906162956973855617e+05 1.002029133703717671e+05
8.300000000000000711e+00 -4.017704883052632795e+05 1.567647332882833434e+05
8.400000000000000355e+00 -4.581740214832616039e+05 1.934966938299717149e+05
8.500000000000000000e+00 -4.508482516212277114e+05 2.333881474144738750e+05
8.599999999999999645e+00 -4.049342593016152969e+05 2.894595469746133313e+05
8.699999999999999289e+00 -3.506682042085980647e+05 3.479311481697347481e+05
8.800000000000000711e+00 -2.959682051811169367e+05 3.769000534645667649e+05
8.900000000000000355e+00 -2.245781107833741698e+05 3.511313769157927600e+05
9.000000000000000000e+00 -1.177851846698947193e+05 2.713020067336510983e+05
9.099999999999999645e+00 2.305926121399816475e+04 1.641395230643465184e+05
9.199999999999999289e+00 1.734640567482314946e+05 6.611478895807868685e+04
9.300000000000000711e+00 3.024752635289860773e+05 2.565030943574534831e+03
9.400000000000000355e+00 3.927433160216641263e+05 -2.599507198117390362e+04
9.500000000000000000e+00 4.480913071190600749e+05 -4.248878038898401428e+04
9.599999999999999645e+00 4.859205994271839154e+05 -7.555708929304225603e+04
9.699999999999999289e+00 5.232409604030948831e+05 -1.356193449895713129e+05
9.800000000000000711e+00 5.662632201698427089e+05 -2.040154000936198572e+05
