   1.1851270e+02   3.6301420e+01   1.8450000e+02
   1.1913741e+02   3.6651061e+01   4.8900000e+01
   0.0000000e+00   1.0941052e+06   1.0941052e+06
   1.0000000e-01   9.3587912e+05   1.0322121e+06
   2.0000000e-01   6.2538894e+05   8.1810038e+05
   3.0000000e-01   3.0887341e+05   5.9388781e+05
   4.0000000e-01   9.2206672e+04   4.5824662e+05
   5.0000000e-01  -2.3957438e+04   4.0596225e+05
   6.0000000e-01  -1.0524561e+05   3.6860841e+05
   7.0000000e-01  -2.0010294e+05   2.9598362e+05
   8.0000000e-01  -3.0310691e+05   1.9261208e+05
   9.0000000e-01  -3.8789384e+05   8.9979352e+04
   1.0000000e+00  -4.5302094e+05   5.4167695e+03
   1.1000000e+00  -5.2196969e+05  -6.2804816e+04
   1.2000000e+00  -6.0358569e+05  -1.1033333e+05
   1.3000000e+00  -6.6822112e+05  -1.1423412e+05
   1.4000000e+00  -6.7354738e+05  -5.4560984e+04
   1.5000000e+00  -6.1307019e+05   5.5006547e+04
   1.6000000e+00  -5.3189144e+05   1.6706370e+05
   1.7000000e+00  -4.8916041e+05   2.3729748e+05
   1.8000000e+00  -5.0465822e+05   2.6212650e+05
   1.9000000e+00  -5.4427550e+05   2.7735269e+05
   2.0000000e+00  -5.5795269e+05   3.1811125e+05
   2.1000000e+00  -5.2946762e+05   3.8117188e+05
   2.2000000e+00  -4.8804078e+05   4.2760494e+05
   2.3000000e+00  -4.7451200e+05   4.2045756e+05
   2.4000000e+00  -5.0120022e+05   3.5637906e+05
   2.5000000e+00  -5.4565331e+05   2.6044636e+05
   2.6000000e+00  -5.7807800e+05   1.5541333e+05
   2.7000000e+00  -5.8798381e+05   4.1696062e+04
   2.8000000e+00  -5.8284988e+05  -9.2943625e+04
   2.9000000e+00  -5.6668600e+05  -2.5032769e+05
   3.0000000e+00  -5.2721156e+05  -4.1338222e+05
   3.1000000e+00  -4.4604488e+05  -5.5885456e+05
   3.2000000e+00  -3.1734256e+05  -6.7286119e+05
   3.3000000e+00  -1.5168508e+05  -7.5183700e+05
   3.4000000e+00   3.7675562e+04  -7.9348819e+05
   3.5000000e+00   2.4620347e+05  -7.9534369e+05
   3.6000000e+00   4.7105966e+05  -7.6519656e+05
   3.7000000e+00   6.9646025e+05  -7.2546144e+05
   3.8000000e+00   8.9685475e+05  -6.9401356e+05
   3.9000000e+00   1.0624176e+06  -6.5360469e+05
   4.0000000e+00   1.2168389e+06  -5.4747375e+05
   4.1000000e+00   1.3956116e+06  -3.2273784e+05
   4.2000000e+00   1.5959662e+06   8.0155312e+03
   4.3000000e+00   1.7511908e+06   3.4890941e+05
   4.4000000e+00   1.7678858e+06   5.7778981e+05
   4.5000000e+00   1.6010112e+06   6.3677469e+05
   4.6000000e+00   1.2964986e+06   5.7523912e+05
   4.7000000e+00   9.5797925e+05   5.0373778e+05
   4.8000000e+00   6.6766875e+05   5.0038109e+05
   4.9000000e+00   4.3426931e+05   5.5411200e+05
   5.0000000e+00   2.1028091e+05   5.9031356e+05
   5.1000000e+00  -4.6834531e+04   5.4577062e+05
   5.2000000e+00  -3.3053184e+05   4.2053912e+05
   5.3000000e+00  -5.9291044e+05   2.6635641e+05
   5.4000000e+00  -7.8630738e+05   1.3496572e+05
   5.5000000e+00  -8.9493362e+05   4.0866234e+04
   5.6000000e+00  -9.3212369e+05  -3.2140199e+04
   5.7000000e+00  -9.1632488e+05  -9.9210156e+04
   5.8000000e+00  -8.5590000e+05  -1.5661125e+05
   5.9000000e+00  -7.5651038e+05  -1.9387422e+05
   6.0000000e+00  -6.3676131e+05  -2.1585697e+05
   6.1000000e+00  -5.2898900e+05  -2.4579694e+05
   6.2000000e+00  -4.6091512e+05  -3.0567962e+05
   6.3000000e+00  -4.3776206e+05  -3.9737031e+05
   6.4000000e+00  -4.4501866e+05  -5.0483775e+05
   6.5000000e+00  -4.6819812e+05  -6.1044469e+05
   6.6000000e+00  -5.0608031e+05  -7.0225475e+05
   6.7000000e+00  -5.6258262e+05  -7.6470981e+05
   6.8000000e+00  -6.2954494e+05  -7.7094612e+05
   6.9000000e+00  -6.8479188e+05  -6.9610806e+05
   7.0000000e+00  -7.1093000e+05  -5.4348819e+05
   7.1000000e+00  -7.1306775e+05  -3.5345731e+05
   7.2000000e+00  -7.1230431e+05  -1.7895356e+05
   7.3000000e+00  -7.1973662e+05  -4.7724953e+04
   7.4000000e+00  -7.1978738e+05   5.1893344e+04
   7.5000000e+00  -6.8222088e+05   1.4890259e+05
   7.6000000e+00  -5.8959194e+05   2.5652259e+05
   7.7000000e+00  -4.4977047e+05   3.6220625e+05
   7.8000000e+00  -2.8191894e+05   4.4602206e+05
   7.9000000e+00  -9.5878672e+04   5.0112762e+05
   8.0000000e+00   1.0933153e+05   5.3264312e+05
   8.1000000e+00   3.2904547e+05   5.4224100e+05
   8.2000000e+00   5.4477269e+05   5.2493881e+05
   8.3000000e+00   7.4050706e+05   4.8682853e+05
   8.4000000e+00   9.2493194e+05   4.5971462e+05
   8.5000000e+00   1.1259206e+06   4.8419006e+05
   8.6000000e+00   1.3526408e+06   5.6773688e+05
   8.7000000e+00   1.5635220e+06   6.6070788e+05
   8.8000000e+00   1.6826116e+06   6.8496400e+05
   8.9000000e+00   1.6597908e+06   5.9890419e+05
   9.0000000e+00   1.5196789e+06   4.4022566e+05
   9.1000000e+00   1.3474830e+06   3.0167619e+05
   9.2000000e+00   1.2193902e+06   2.5624905e+05
   9.3000000e+00   1.1408139e+06   2.9743769e+05
   9.4000000e+00   1.0495449e+06   3.4782503e+05
   9.5000000e+00   8.7836312e+05   3.2656931e+05
   9.6000000e+00   6.1623956e+05   2.1396462e+05
   9.7000000e+00   3.1342812e+05   5.8530852e+04
   9.8000000e+00   3.3528000e+04  -7.1380773e+04
   9.9000000e+00  -1.9569547e+05  -1.4101245e+05
   1.0000000e+01  -3.8809459e+05  -1.6174647e+05
   1.0100000e+01  -5.6638344e+05  -1.6324861e+05
   1.0200000e+01  -7.3252994e+05  -1.6276475e+05
   1.0300000e+01  -8.7110775e+05  -1.6175662e+05
   1.0400000e+01  -9.7391850e+05  -1.6347527e+05
   1.0500000e+01  -1.0519686e+06  -1.8292812e+05
   1.0600000e+01  -1.1205598e+06  -2.3497795e+05
   1.0700000e+01  -1.1779771e+06  -3.1594606e+05
   1.0800000e+01  -1.2057542e+06  -4.0294988e+05
   1.0900000e+01  -1.1911795e+06  -4.7404944e+05
   1.1000000e+01  -1.1449066e+06  -5.2717538e+05
   1.1100000e+01  -1.0921151e+06  -5.7648838e+05
   1.1200000e+01  -1.0474183e+06  -6.3063362e+05
   1.1300000e+01  -1.0029121e+06  -6.7845400e+05
   1.1400000e+01  -9.4250412e+05  -6.9933531e+05
   1.1500000e+01  -8.6400081e+05  -6.8640550e+05
   1.1600000e+01  -7.8165512e+05  -6.5480131e+05
   1.1700000e+01  -7.0625838e+05  -6.2389950e+05
   1.1800000e+01  -6.2765781e+05  -5.9354675e+05
   1.1900000e+01  -5.2221412e+05  -5.4305012e+05
   1.2000000e+01  -3.7802681e+05  -4.5601562e+05
   1.2100000e+01  -2.0938509e+05  -3.4316481e+05
   1.2200000e+01  -4.4240164e+04  -2.3627384e+05
   1.2300000e+01   1.0054595e+05  -1.5938869e+05
   1.2400000e+01   2.2882006e+05  -1.0954661e+05
   1.2500000e+01   3.5222888e+05  -6.6939484e+04
   1.2600000e+01   4.7457109e+05  -1.8910637e+04
   1.2700000e+01   5.9403588e+05   3.2747105e+04
   1.2800000e+01   7.1785188e+05   8.7624578e+04
   1.2900000e+01   8.6426031e+05   1.5974891e+05
   1.3000000e+01   1.0404139e+06   2.6380803e+05
   1.3100000e+01   1.2179965e+06   3.8697488e+05
   1.3200000e+01   1.3406705e+06   4.8490000e+05
   1.3300000e+01   1.3684936e+06   5.1936494e+05
   1.3400000e+01   1.3209365e+06   5.0528344e+05
   1.3500000e+01   1.2706756e+06   5.1340016e+05
   1.3600000e+01   1.2827590e+06   6.1333712e+05
   1.3700000e+01   1.3503740e+06   8.0474388e+05
   1.3800000e+01   1.3901252e+06   1.0044977e+06
   1.3900000e+01   1.3078342e+06   1.1082048e+06
   1.4000000e+01   1.0778042e+06   1.0718678e+06
   1.4100000e+01   7.6316675e+05   9.3903762e+05
   1.4200000e+01   4.6049150e+05   7.9239400e+05
   1.4300000e+01   2.2336156e+05   6.8136888e+05
   1.4400000e+01   3.5148234e+04   5.9488088e+05
   1.4500000e+01  -1.5208553e+05   4.9606541e+05
   1.4600000e+01  -3.5967941e+05   3.7263734e+05
   1.4700000e+01  -5.6285938e+05   2.4811119e+05
   1.4800000e+01  -7.2005844e+05   1.4853225e+05
   1.4900000e+01  -8.1237988e+05   6.8390383e+04
   1.5000000e+01  -8.5267344e+05  -2.4369984e+04
   1.5100000e+01  -8.6280556e+05  -1.5167059e+05
   1.5200000e+01  -8.5041381e+05  -2.9956609e+05
   1.5300000e+01  -8.0990975e+05  -4.3127056e+05
   1.5400000e+01  -7.4073150e+05  -5.2216753e+05
   1.5500000e+01  -6.5761206e+05  -5.7756050e+05
   1.5600000e+01  -5.8110188e+05  -6.1712844e+05
   1.5700000e+01  -5.2188912e+05  -6.4905606e+05
   1.5800000e+01  -4.7843819e+05  -6.6536738e+05
   1.5900000e+01  -4.4893675e+05  -6.6030200e+05
   1.6000000e+01  -4.4034531e+05  -6.4405412e+05
   1.6100000e+01  -4.6231094e+05  -6.3156888e+05
   1.6200000e+01  -5.1430650e+05  -6.2025188e+05
   1.6300000e+01  -5.8337969e+05  -5.8741162e+05
   1.6400000e+01  -6.5576938e+05  -5.1539012e+05
   1.6500000e+01  -7.2713100e+05  -4.1713709e+05
   1.6600000e+01  -7.9762538e+05  -3.3128891e+05
   1.6700000e+01  -8.5802944e+05  -2.8960184e+05
   1.6800000e+01  -8.8590494e+05  -2.9123203e+05
   1.6900000e+01  -8.5975362e+05  -3.1037619e+05
   1.7000000e+01  -7.7684100e+05  -3.2560428e+05
   1.7100000e+01  -6.5389475e+05  -3.3573228e+05
   1.7200000e+01  -5.0838541e+05  -3.4577044e+05
   1.7300000e+01  -3.4161188e+05  -3.4499491e+05
   1.7400000e+01  -1.4556509e+05  -3.1067028e+05
   1.7500000e+01   7.1306734e+04  -2.3871978e+05
   1.7600000e+01   2.7141325e+05  -1.6291933e+05
   1.7700000e+01   4.1351525e+05  -1.2806592e+05
   1.7800000e+01   4.9923606e+05  -1.3478950e+05
   1.7900000e+01   5.8884131e+05  -1.1782408e+05
   1.8000000e+01   7.5427612e+05   3.4021875e+03
   1.8100000e+01   1.0030233e+06   2.4040541e+05
   1.8200000e+01   1.2493076e+06   5.0450941e+05
   1.8300000e+01   1.3728806e+06   6.7174731e+05
   1.8400000e+01   1.3183275e+06   6.8764212e+05
   1.8500000e+01   1.1420832e+06   6.0931425e+05
   1.8600000e+01   9.6348750e+05   5.4423425e+05
   1.8700000e+01   8.6937394e+05   5.5015081e+05
   1.8800000e+01   8.6004169e+05   5.9513412e+05
   1.8900000e+01   8.7366031e+05   6.0714056e+05
   1.9000000e+01   8.4923344e+05   5.5086638e+05
   1.9100000e+01   7.6576875e+05   4.5376894e+05
   1.9200000e+01   6.3643206e+05   3.6826688e+05
